"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_4_thread.csv",,,,"Date:","13 May 2019 18:53:50 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
1.463,0.919,95.905,1.713,0,49152,13713408,74875,75379,0,0,2920,4727,1,1,14,5409607680,21202497536,2242129920,35222044672,0,0,49152,13721600,2917,4722,1.463,0.920,95.861,1.756,0
5.442,1.246,93.145,0.166,0,0,1445888,180067,180319,0,0,2796,10208,1,0,5,5445718016,21166653440,2242129920,35221696512,0,0,0,1437696,2797,10208,5.442,1.246,93.187,0.125,0
4.669,1.751,93.581,0,0,0,0,196787,196787,0,0,2627,8086,1,0,9,5509001216,21103382528,2242129920,35221700608,0,0,0,0,2628,8096,4.669,1.751,93.581,0,0
4.287,1.525,94.188,0,0,0,12288,138434,138686,0,0,2669,9270,1,0,9,5541744640,21070635008,2242129920,35221704704,0,0,0,12288,2667,9262,4.321,1.523,94.156,0,0
3.083,1.500,95.417,0,0,0,12288,131533,131785,0,0,2515,8887,1,0,9,5574021120,21038309376,2242129920,35221721088,0,0,0,12288,2515,8893,3.048,1.503,95.449,0,0
3.044,0.584,96.372,0,0,0,0,133229,133229,0,0,2146,8605,2,0,9,5605167104,21007159296,2242129920,35221725184,0,0,0,0,2146,8605,3.044,0.584,96.372,0,0
2.836,1.710,95.455,0,0,0,86016,136096,136516,0,0,2515,8886,1,0,4,5636268032,20976058368,2242129920,35221725184,0,0,0,86016,2515,8885,2.873,1.707,95.420,0,0
2.919,1.585,95.496,0,0,0,0,134352,134982,0,0,2467,8438,0,0,13,5664452608,20947869696,2242129920,35221729280,0,0,0,0,2467,8431,2.879,1.585,95.536,0,0
3.745,1.665,94.590,0,0,0,0,131380,131450,0,0,2721,9527,0,0,9,5688918016,20923400192,2242129920,35221733376,0,0,0,0,2722,9544,3.785,1.664,94.551,0,0
3.990,2.120,93.641,0.249,0,0,2334720,319629,320449,0,0,4981,11560,1,1,76,5270446080,21341773824,2242134016,35221762048,0,0,0,2695168,4980,11541,3.953,2.122,93.675,0.250,0
3.925,1.879,93.987,0.209,0,0,8429568,0,445,0,0,6703,31346,4,0,53,5275500544,21266837504,2242146304,35291627520,0,0,0,8069120,6703,31386,3.922,1.877,93.992,0.209,0
3.688,2.431,93.546,0.335,0,0,1093632,0,377,0,0,5234,24853,2,0,53,5277163520,21203210240,2242146304,35353591808,0,0,0,1093632,5235,24840,3.691,2.433,93.540,0.336,0
4.513,2.716,92.771,0,0,0,0,624,1071,0,0,3807,27785,1,0,9,5278621696,21073453056,2242146304,35481890816,0,0,0,0,3806,27791,4.549,2.713,92.738,0,0
4.603,2.469,92.929,0,0,0,12288,624,876,0,0,3698,27414,1,0,9,5275680768,20912623616,2242146304,35645661184,0,0,0,12288,3698,27391,4.568,2.473,92.959,0,0
4.521,2.302,93.177,0,0,0,0,0,574,0,0,3610,26908,3,0,9,5274689536,20756221952,2242146304,35803054080,0,0,0,0,3610,26932,4.555,2.298,93.147,0,0
3.455,1.873,94.130,0.541,0,19922944,6778880,0,504,0,0,5662,22213,0,1,55,5251649536,20705873920,2242166784,35876421632,0,0,19922944,6778880,5662,22179,3.420,1.877,94.162,0.542,0
3.254,1.836,94.535,0.375,0,0,1175552,0,504,0,0,6132,8873,0,0,95,5254344704,20674719744,2242179072,35904868352,0,0,0,1175552,6132,8873,3.249,1.833,94.544,0.375,0
0.250,1.417,98.333,0,0,0,12288,624,876,0,0,1241,1837,0,0,9,5254230016,20674670592,2242179072,35904999424,0,0,0,12288,1241,1837,0.250,1.418,98.332,0,0
0.416,1.372,98.212,0,0,0,0,624,624,0,0,1189,1526,0,0,9,5254340608,20674560000,2242179072,35904999424,0,0,0,0,1189,1526,0.416,1.372,98.212,0,0
0.208,0.709,99.083,0,0,0,0,0,252,0,0,982,1476,1,0,9,5254467584,20674433024,2242179072,35904999424,0,0,0,0,982,1476,0.209,0.710,99.082,0,0
0.125,0.793,99.082,0,0,0,4096,0,252,0,0,940,1560,0,0,4,5254701056,20674199552,2242179072,35904999424,0,0,0,4096,940,1560,0.125,0.792,99.083,0,0
0.125,1.126,98.707,0.042,0,0,327680,0,0,0,0,1143,1420,0,0,9,5254889472,20673994752,2242183168,35904995328,0,0,0,327680,1144,1422,0.125,1.126,98.707,0.042,0
0.250,1.251,98.499,0,0,0,0,624,624,0,0,1197,1711,0,0,9,5254983680,20673900544,2242183168,35904995328,0,0,0,0,1196,1709,0.250,1.251,98.499,0,0
0.209,1.293,98.499,0,0,0,12288,624,624,0,0,1140,1749,0,0,9,5256638464,20672237568,2242183168,35905003520,0,0,0,12288,1141,1751,0.209,1.293,98.499,0,0
0.250,0.500,99.250,0,0,0,0,0,0,0,0,787,1217,1,0,9,5257551872,20671324160,2242183168,35905003520,0,0,0,0,788,1218,0.250,0.500,99.250,0,0
0.250,0.751,98.999,0,0,0,4096,0,0,0,0,1050,1642,0,0,4,5257244672,20671631360,2242183168,35905003520,0,0,0,4096,1048,1639,0.250,0.751,98.999,0,0
0.334,1.378,98.288,0,0,0,57344,0,0,0,0,1595,2531,0,0,14,5257166848,20671692800,2242183168,35905003520,0,0,0,57344,1597,2533,0.334,1.378,98.288,0,0
1.172,2.219,94.265,2.344,0,0,119173120,18446744073708527616,18446744073708957696,0,0,4530,7336,0,1,49,5247664128,20687757312,2242183168,35904942080,0,0,0,119173120,4528,7334,1.173,2.220,94.261,2.346,0
0.167,1.380,95.023,3.430,0,0,273317888,704,704,0,0,1607,1762,0,1,11,5249236992,20686176256,2242183168,35904942080,0,0,0,274006016,1610,1765,0.167,1.380,95.065,3.388,0
4.339,2.211,91.698,1.752,0,0,68431872,18446744073709518848,18446744073709283328,0,0,10571,20610,1,0,135,4628946944,21307834368,2242224128,35905056768,0,0,0,67743744,10568,20607,4.341,2.212,91.653,1.795,0
2.048,2.048,95.738,0.167,0,16384,2682880,18446744073709012992,18446744073708296192,0,0,6603,10408,0,0,45,4527616000,21413904384,2242224128,35904811008,0,0,16384,2682880,6603,10408,2.085,2.043,95.705,0.167,0
3.878,3.044,92.786,0.292,0,0,2998272,18446744073709453312,18446744073708980224,0,0,9040,15523,1,0,198,4514779136,21887782912,2242232320,35450884096,0,0,0,2998272,9040,15523,3.843,3.049,92.815,0.292,0
4.860,2.801,92.339,0,0,0,0,768,768,0,0,8404,13785,1,0,305,4516880384,21858664448,2242232320,35478171648,0,0,0,0,8404,13785,4.860,2.801,92.339,0,0
5.537,3.289,88.843,2.331,0,0,36552704,877,967,0,0,8444,19471,3,3,150,4555153408,21820104704,2242252800,35478335488,0,0,0,36552704,8461,19568,5.539,3.290,88.838,2.332,0
8.361,4.748,83.571,3.319,0,0,73347072,0,1773,0,0,18827,41982,5,0,556,4674822144,21624549376,2242256896,35550187520,0,0,0,73347072,18810,41897,8.354,4.744,83.585,3.317,0
19.462,3.354,74.700,2.484,0,0,91381760,240,13386,0,0,7642,28219,5,2,65,4817092608,21376016384,2242256896,35655192576,0,0,0,92069888,7644,28219,19.486,3.358,74.668,2.488,0
19.213,4.555,71.304,4.928,0,7716864,51748864,80,6872,0,0,12097,34681,3,0,237,5003296768,21156245504,2242285568,35686436864,0,0,7716864,51060736,12105,34688,19.205,4.553,71.316,4.925,0
14.357,2.414,82.439,0.791,0,0,7430144,704,4311,0,0,7373,17194,7,0,106,5094887424,21085024256,2242310144,35664478208,0,0,0,7430144,7365,17196,14.357,2.414,82.439,0.791,0
28.761,2.196,69.043,0,0,0,0,704,6424,0,0,5701,25167,15,0,49,5234761728,20942483456,2242310144,35664515072,0,0,0,0,5700,25197,28.785,2.198,69.017,0,0
43.214,2.082,54.663,0.042,0,0,266240,26015,28104,0,0,6899,25298,13,0,59,5392019456,20783177728,2242310144,35664596992,0,0,0,266240,6903,25282,43.320,2.075,54.564,0.041,0
24.106,1.953,73.899,0.042,0,0,1458176,3035,4844,0,0,4765,9262,2,0,17,5449752576,20723408896,2242310144,35664650240,0,0,0,1458176,4761,9282,23.909,1.996,74.054,0.042,0
6.027,1.746,92.186,0.042,0,0,4096,208725,209698,0,0,3143,10094,1,0,14,5519540224,20653531136,2242310144,35664646144,0,0,0,4096,3142,10058,6.024,1.745,92.189,0.042,0
4.456,1.833,93.711,0,0,0,0,158440,159749,0,0,2475,8622,1,0,10,5571170304,20601901056,2242310144,35664646144,0,0,0,0,2475,8603,4.417,1.833,93.750,0,0
3.540,0.833,95.627,0,0,0,540672,133287,133916,0,0,2178,9092,1,0,9,5601873920,20571197440,2242310144,35664646144,0,0,0,540672,2178,9092,3.548,0.793,95.659,0,0
3.161,1.165,95.674,0,0,0,0,127442,128071,0,0,2213,8193,1,0,4,5631229952,20541841408,2242310144,35664646144,0,0,0,0,2213,8197,3.196,1.162,95.641,0,0
3.040,1.791,95.169,0,0,0,0,131849,132478,0,0,2543,8646,1,0,9,5629526016,20543520768,2242310144,35664670720,0,0,0,0,2545,8657,3.001,1.792,95.206,0,0
3.124,1.541,95.335,0,0,0,0,133522,134446,0,0,2389,8656,1,0,9,5661065216,20511981568,2242310144,35664670720,0,0,0,0,2388,8657,3.204,1.540,95.256,0,0
4.103,1.326,94.571,0,0,0,0,136030,136604,0,0,2389,9220,1,0,9,5686738944,20486324224,2242310144,35664670720,0,0,0,0,2388,9216,4.103,1.326,94.571,0,0
3.579,0.666,95.755,0,0,0,77824,127809,129083,0,0,2134,8562,3,0,9,5706547200,20466515968,2242310144,35664670720,0,0,0,77824,2134,8550,3.501,0.667,95.832,0,0
3.790,2.249,93.628,0.333,0,0,1220608,297012,297264,0,0,7001,15934,1,0,121,5284069376,20885663744,2242322432,35667951616,0,0,0,1220608,7002,15962,3.792,2.250,93.625,0.333,0
4.963,2.564,92.225,0.248,0,0,860160,0,1392,0,0,5733,26354,0,0,62,5282471936,20818878464,2242330624,35736244224,0,0,0,860160,5732,26326,4.994,2.559,92.200,0.248,0
4.839,2.920,92.240,0,0,0,0,0,377,0,0,4747,30685,4,0,18,5278756864,20728008704,2242330624,35831603200,0,0,0,0,4748,30712,4.800,2.922,92.279,0,0
4.831,2.499,92.670,0,0,0,0,624,1001,0,0,3678,27444,4,0,8,5277044736,20581175296,2242330624,35980259328,0,0,0,0,3678,27448,4.839,2.503,92.657,0,0
4.774,2.159,93.068,0,0,0,12288,624,1001,0,0,3328,25362,2,0,4,5276684288,20429692928,2242330624,36130185216,0,0,0,12288,3336,25353,4.799,2.151,93.049,0,0
4.297,2.336,93.075,0.292,0,0,741376,0,252,0,0,4880,25959,1,0,36,5253316608,20320534528,2242342912,36260970496,0,0,0,741376,4871,25937,4.302,2.339,93.066,0.292,0
4.234,2.449,92.777,0.540,0,0,1687552,0,504,0,0,7486,20695,1,0,117,5229416448,20297388032,2242351104,36307111936,0,0,0,1687552,7487,20697,4.200,2.453,92.807,0.541,0
1.792,1.459,96.749,0,0,0,0,0,504,0,0,1776,2713,0,0,19,5242028032,20266536960,2242351104,36324646912,0,0,0,0,1775,2711,1.791,1.458,96.751,0,0
0.375,0.750,98.875,0,0,0,0,624,1128,0,0,998,1585,1,0,9,5242179584,20266381312,2242351104,36324651008,0,0,0,0,998,1585,0.375,0.751,98.874,0,0
0.125,0.542,99.333,0,0,0,0,624,876,0,0,915,1410,0,0,4,5241503744,20267057152,2242351104,36324651008,0,0,0,0,915,1410,0.125,0.541,99.334,0,0
0.167,1.377,98.456,0,0,0,0,0,252,0,0,1115,1808,0,0,9,5241249792,20267311104,2242351104,36324651008,0,0,0,0,1116,1808,0.167,1.377,98.456,0,0
0.375,1.332,98.294,0,0,0,0,0,252,0,0,1127,1632,0,0,10,5242318848,20266242048,2242351104,36324651008,0,0,0,0,1126,1632,0.375,1.332,98.294,0,0
0.167,1.126,98.707,0,0,0,307200,0,0,0,0,1011,1542,0,0,9,5241679872,20266868736,2242351104,36324655104,0,0,0,307200,1011,1542,0.167,1.126,98.707,0,0
0.209,0.500,99.291,0,0,0,0,624,1114,0,0,905,1567,1,0,9,5241638912,20266893312,2242351104,36324655104,0,0,0,0,905,1567,0.209,0.501,99.290,0,0
0.250,1.043,98.707,0,0,0,28672,624,624,0,0,1083,1766,0,0,5,5240135680,20268396544,2242351104,36324655104,0,0,0,28672,1083,1766,0.250,1.042,98.708,0,0
0.375,1.208,98.417,0,0,0,0,0,700,0,0,1286,1896,0,0,12,5237280768,20271247360,2242351104,36324659200,0,0,0,0,1287,1898,0.375,1.207,98.418,0,0
0.250,1.251,98.499,0,0,0,0,0,0,0,0,1120,1656,0,0,9,5237784576,20270743552,2242351104,36324659200,0,0,0,0,1119,1654,0.250,1.251,98.499,0,0
1.949,2.073,95.937,0.041,0,0,286720,18446744073708607488,18446744073709010944,0,0,4483,7975,2,0,54,5231034368,20277968896,2242351104,36324728832,0,0,0,311296,4503,7979,1.950,2.075,95.934,0.041,0
0.251,0.251,95.738,3.761,0,0,261840896,704,829,0,0,2634,1509,0,1,4,5230276608,20284153856,2242351104,36324732928,0,0,0,262537216,2618,1505,0.251,0.251,95.739,3.759,0
2.256,1.796,91.729,4.219,0,16384,194285568,624,1029,0,0,5275,10094,0,1,55,5199253504,20315250688,2242375680,36324904960,0,0,16384,193564672,5271,10094,2.296,1.795,91.691,4.217,0
3.610,3.736,92.191,0.462,0,0,4341760,18446744073709017088,18446744073708580864,0,0,11640,20168,2,0,126,4598272000,20921274368,2242379776,36324683776,0,0,0,4341760,11641,20172,3.571,3.739,92.227,0.462,0
0.167,1.209,98.624,0,0,0,0,80,164,0,0,942,1415,0,0,7,4597497856,20922130432,2242379776,36324683776,0,0,0,0,941,1411,0.167,1.208,98.625,0,0
0.167,0.960,98.873,0,0,0,20480,64,232,0,0,839,1484,2,0,7,4514570240,21005062144,2242379776,36324679680,0,0,0,20480,839,1484,0.167,1.001,98.832,0,0
4.030,2.867,92.771,0.332,0,0,2703360,18446744073709551616,18446744073709535232,0,0,9503,17195,1,0,227,4501917696,21471875072,2242396160,35874033664,0,0,0,2703360,9503,17196,4.073,2.826,92.768,0.333,0
4.104,2.612,93.284,0,0,0,16384,704,704,0,0,7835,11748,1,0,255,4507684864,21438722048,2242396160,35901411328,0,0,0,16384,7835,11747,4.063,2.653,93.284,0,0
6.378,4.835,86.619,2.168,0,0,36229120,160,583,0,0,12258,27435,0,0,284,4569014272,21376626688,2242428928,35901657088,0,0,0,36229120,12258,27435,6.378,4.794,86.661,2.168,0
8.496,6.372,81.841,3.290,0,4210688,82632704,0,1890,0,0,16671,45226,0,3,476,4723740672,21116735488,2242433024,36001755136,0,0,4210688,82632704,16671,45226,8.511,6.383,81.811,3.296,0
19.091,3.251,76.907,0.750,0,3506176,25636864,160,10910,0,0,10174,36662,6,0,154,4906192896,20930650112,2242449408,36004102144,0,0,3506176,25636864,10191,36729,19.075,3.249,76.926,0.750,0
18.779,3.262,73.358,4.601,0,0,111902720,704,9633,0,0,10151,29909,8,0,119,5004185600,20640456704,2242461696,36192403456,0,0,0,111902720,10144,29876,18.794,3.265,73.336,4.604,0
28.090,3.246,67.832,0.832,0,0,3432448,704,6561,0,0,6985,28198,7,0,110,5157474304,20591587328,2242486272,36088012800,0,0,0,3432448,6975,28164,28.102,3.247,67.818,0.833,0
37.698,2.627,59.675,0,0,0,0,80,3209,0,0,6561,22364,14,0,25,5336633344,20410298368,2242486272,36088049664,0,0,0,0,6572,22430,37.682,2.626,59.692,0,0
31.431,2.399,66.170,0,0,0,274432,28602,33216,0,0,5542,15065,1,0,64,5381091328,20364042240,2242486272,36088143872,0,0,0,274432,5532,15002,31.431,2.399,66.170,0,0
5.412,1.082,93.505,0,0,0,40960,25873,27682,0,0,3210,6978,3,0,48,5236252672,20507537408,2242486272,36088168448,0,0,0,40960,3209,6975,5.412,1.082,93.505,0,0
3.744,2.246,93.760,0.250,0,0,1208320,624,1458,0,0,6470,26183,2,0,82,5254467584,20429676544,2242502656,36146966528,0,0,0,1208320,6470,26201,3.744,2.246,93.760,0.250,0
3.957,2.749,93.045,0.250,0,0,917504,624,2151,0,0,5419,24390,1,0,56,5257416704,20363186176,2242506752,36208951296,0,0,0,917504,5422,24414,3.990,2.743,93.017,0.249,0
4.776,3.032,92.193,0,0,0,0,0,698,0,0,3875,28325,1,0,9,5258317824,20235517952,2242506752,36333486080,0,0,0,0,3874,28299,4.740,3.035,92.225,0,0
5.031,2.786,92.183,0,0,0,0,207,823,0,0,4061,29799,1,0,9,5259337728,20061175808,2242506752,36505243648,0,0,0,0,4061,29815,5.031,2.786,92.183,0,0
4.762,1.921,93.317,0,0,0,0,0,629,0,0,3581,28210,2,0,9,5257068544,19893678080,2242506752,36672339968,0,0,0,0,3580,28197,4.764,1.922,93.314,0,0
3.856,2.032,93.698,0.415,0,0,1605632,624,1128,0,0,5152,19709,3,0,55,5216407552,19884683264,2242519040,36720922624,0,0,0,1605632,5154,19727,3.891,2.070,93.626,0.414,0
3.204,1.998,94.507,0.291,0,0,831488,624,1618,0,0,5068,8117,1,0,93,5229613056,19843260416,2242519040,36748439552,0,0,0,831488,5065,8080,3.204,1.956,94.548,0.291,0
0.707,1.332,97.961,0,0,0,0,0,1344,0,0,1797,2328,0,0,18,5227614208,19845771264,2242519040,36748439552,0,0,0,0,1797,2328,0.707,1.332,97.961,0,0
0.250,1.084,98.666,0,0,0,0,0,322,0,0,1069,1527,0,0,9,5227601920,19845857280,2242519040,36748439552,0,0,0,0,1071,1530,0.209,1.085,98.707,0,0
0.208,0.375,99.416,0,0,0,0,0,1252,0,0,969,1693,1,0,9,5226868736,19846737920,2242519040,36748439552,0,0,0,0,967,1690,0.208,0.375,99.417,0,0
0.457,1.247,98.295,0,0,0,0,624,1001,0,0,1124,1702,0,0,4,5226385408,19847217152,2242519040,36748443648,0,0,0,0,1124,1702,0.499,1.247,98.254,0,0
0.458,1.290,98.252,0,0,0,364544,717,1094,0,0,1202,1558,0,0,10,5226631168,19846971392,2242519040,36748443648,0,0,0,364544,1202,1558,0.416,1.291,98.293,0,0
0.334,1.126,98.540,0,0,0,0,0,377,0,0,1208,1950,0,0,9,5226196992,19847319552,2242519040,36748455936,0,0,0,0,1208,1950,0.334,1.126,98.540,0,0
0.167,1.126,98.707,0,0,0,0,0,252,0,0,1049,1535,1,0,9,5226840064,19846676480,2242519040,36748455936,0,0,0,0,1051,1538,0.167,1.127,98.706,0,0
0.125,0.250,99.625,0,0,0,0,0,504,0,0,835,1263,0,0,4,5227380736,19846135808,2242519040,36748455936,0,0,0,0,833,1260,0.125,0.250,99.625,0,0
0.333,1.292,98.374,0,0,0,0,624,1128,0,0,1244,1797,0,0,9,5227728896,19845787648,2242519040,36748455936,0,0,0,0,1244,1797,0.333,1.292,98.375,0,0
0.625,1.333,98.042,0,0,0,28672,624,1128,0,0,1917,3327,1,0,26,5230145536,19843371008,2242519040,36748455936,0,0,0,28672,1918,3329,0.625,1.333,98.042,0,0
1.254,2.131,93.606,3.009,0,0,188469248,18446744073709522944,18446744073709520896,0,0,4762,6031,0,2,34,5222178816,19857358848,2242523136,36748398592,0,0,0,188469248,4763,6031,1.295,2.131,93.565,3.009,0
0.375,1.168,93.408,5.048,0,0,260575232,80,290,0,0,2014,5050,1,2,9,5222154240,19857383424,2242523136,36748398592,0,0,0,261263360,2012,5048,0.334,1.170,93.400,5.096,0
5.539,2.791,90.962,0.708,0,16384,11100160,18446744073709539328,18446744073709524992,0,0,12004,25539,2,0,149,4533153792,20549201920,2242523136,36748066816,0,0,16384,10412032,12004,25539,5.539,2.791,91.004,0.666,0
5.727,4.515,89.423,0.334,0,0,3444736,18446744073709539328,18446744073709506560,0,0,14292,26194,4,0,413,4529025024,21009948672,2242531328,36297527296,0,0,0,3444736,14302,26214,5.730,4.517,89.419,0.335,0
13.512,5.165,81.198,0.124,0,0,9011200,944,944,0,0,14156,30545,0,1,593,4578127872,20850454528,2242531328,36407144448,0,0,0,9240576,14148,30525,13.512,5.165,81.198,0.124,0
4.433,3.639,88.666,3.262,0,0,110272512,544,871,0,0,6740,21879,2,0,257,4599488512,20829126656,2242568192,36407025664,0,0,0,110043136,6739,21881,4.430,3.636,88.675,3.260,0
3.420,1.209,95.121,0.250,0,0,937984,80,425,0,0,4309,12136,8,1,123,4629143552,20798320640,2242568192,36407357440,0,0,0,942080,4320,12178,3.422,1.210,95.117,0.250,0
23.288,10.087,59.485,7.140,0,0,31461376,80,8367,0,0,29030,74638,8,8,828,4912369664,20492984320,2242637824,36426878976,0,0,0,31457280,29018,74619,23.288,10.087,59.444,7.181,0
