"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_1_thread.csv",,,,"Date:","13 May 2019 19:54:00 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
0.208,0.958,98.833,0,0,0,0,0,0,0,0,804,1286,0,0,2,4586811392,21263859712,2300223488,35769147392,0,0,0,0,805,1288,0.208,0.916,98.875,0,0
0.208,1.084,98.708,0,0,0,0,0,0,0,0,851,1230,0,0,7,4587069440,21263601664,2300223488,35769147392,0,0,0,0,850,1228,0.208,1.125,98.667,0,0
0.292,1.418,97.581,0.709,0,0,62193664,0,0,0,0,1058,1501,0,1,7,4587671552,21262999552,2300223488,35769147392,0,0,0,62914560,1060,1501,0.292,1.376,97.581,0.751,0
0.417,1.292,96.373,1.917,0,0,212545536,0,0,0,0,1321,1457,0,0,7,4587831296,21262835712,2300223488,35769151488,0,0,0,211824640,1319,1457,0.417,1.292,96.415,1.876,0
0.250,0.042,99.708,0,0,0,86016,0,70,0,0,719,1296,1,1,7,4585844736,21264818176,2300227584,35769151488,0,0,0,90112,728,1305,0.250,0.083,99.666,0,0
0.250,1.249,98.501,0,0,0,4096,0,0,0,0,916,1308,0,0,2,4585644032,21265018880,2300227584,35769151488,0,0,0,0,907,1299,0.250,1.249,98.501,0,0
0.292,1.291,98.417,0,0,0,0,0,770,0,0,974,1594,0,0,7,4584341504,21266321408,2300227584,35769151488,0,0,0,0,974,1594,0.292,1.249,98.459,0,0
1.374,1.041,97.584,0,0,0,0,0,0,0,0,1062,1993,1,0,14,4585340928,21265317888,2300227584,35769155584,0,0,0,0,1062,1993,1.375,1.042,97.583,0,0
0.250,1.085,98.247,0.417,0,0,647168,0,1170,0,0,943,1819,1,0,7,4585684992,21264723968,2300231680,35769352192,0,0,0,647168,943,1819,0.250,1.126,98.206,0.417,0
1.585,1.043,97.330,0.042,0,0,3219456,18446744073708525568,18446744073708951552,0,0,4287,7552,0,1,47,4580970496,21269946368,2300231680,35769319424,0,0,0,3907584,4288,7552,1.586,1.002,97.371,0.042,0
4.271,2.722,90.662,2.345,0,0,68452352,18446744073709514752,18446744073709279232,0,0,10670,19134,6,0,125,3974086656,21885665280,2300243968,35769110528,0,0,0,67764224,10679,19233,4.273,2.723,90.658,2.346,0
1.886,2.389,95.516,0.210,0,16384,2707456,18446744073709012992,18446744073708296192,0,0,5985,10582,1,0,44,3872346112,21991002112,2300248064,35768967168,0,0,16384,2707456,5977,10486,1.884,2.387,95.519,0.209,0
3.928,3.176,92.520,0.376,0,0,2482176,18446744073709451264,18446744073708980224,0,0,9061,16742,6,0,234,3862736896,22461906944,2300256256,35315101696,0,0,0,2482176,9112,16833,3.930,3.177,92.517,0.376,0
4.229,2.032,93.740,0,0,0,0,0,0,0,0,7866,11129,2,0,231,3864051712,22433218560,2300256256,35342475264,0,0,0,0,7813,11035,4.232,2.033,93.734,0,0
6.169,3.668,87.870,2.293,0,0,35639296,240,687,0,0,10758,26231,4,2,259,3920461824,22376214528,2300264448,35342782464,0,0,0,35639296,10797,26310,6.203,3.664,87.802,2.331,0
9.659,5.179,83.600,1.562,0,0,49668096,144,5372,0,0,15226,35992,1,2,430,3965919232,22257352704,2300268544,35412221952,0,0,0,50356224,15187,35913,9.618,5.179,83.642,1.562,0
17.157,4.103,76.005,2.735,0,0,129441792,80,9037,0,0,8183,28703,6,0,98,4142747648,21972381696,2300272640,35519586304,0,0,0,128753664,8184,28729,17.289,4.104,75.912,2.695,0
18.580,3.840,73.039,4.542,0,7716864,36401152,240,7921,0,0,11644,29269,5,0,224,4360151040,21721346048,2300293120,35550736384,0,0,7716864,36401152,11644,29283,18.479,3.845,73.129,4.547,0
27.794,2.576,68.841,0.789,0,0,8462336,80,3393,0,0,8290,32657,8,0,120,4503568384,21597663232,2300297216,35528806400,0,0,0,8462336,8291,32642,27.891,2.611,68.711,0.787,0
33.458,2.120,64.422,0,0,0,0,0,4980,0,0,6049,21054,9,0,27,4679884800,21419122688,2300297216,35528826880,0,0,0,0,6050,21076,33.472,2.121,64.407,0,0
31.930,2.459,65.569,0.042,0,0,258048,28535,30364,0,0,5564,18435,2,0,63,4757270528,21339832320,2300297216,35528929280,0,0,0,258048,5561,18388,31.790,2.420,65.749,0.042,0
4.587,1.418,93.995,0,0,0,4096,5102,6856,0,0,1536,2921,3,0,7,4742508544,21353091072,2300297216,35528941568,0,0,0,4096,1536,2952,4.591,1.419,93.990,0,0
5.912,1.749,92.340,0,0,0,0,228103,229756,0,0,3048,9663,2,0,12,4819046400,21276545024,2300297216,35528941568,0,0,0,0,3048,9632,5.914,1.749,92.337,0,0
4.574,0.915,94.511,0,0,0,0,146260,146694,0,0,1985,8434,1,0,7,4863287296,21232308224,2300297216,35528941568,0,0,0,0,1985,8445,4.570,0.956,94.474,0,0
3.078,1.290,95.632,0,0,0,0,126851,127730,0,0,1850,7935,1,0,2,4892340224,21203255296,2300297216,35528941568,0,0,0,0,1850,7926,3.081,1.249,95.670,0,0
3.079,1.706,95.214,0,0,0,163840,129943,130447,0,0,2328,8584,1,0,7,4918841344,21176721408,2300297216,35528941568,0,0,0,163840,2328,8593,3.077,1.746,95.177,0,0
2.797,1.587,95.616,0,0,0,0,134148,134777,0,0,2098,8440,1,0,7,4949254144,21146300416,2300297216,35528941568,0,0,0,0,2098,8429,2.800,1.546,95.654,0,0
3.039,1.665,95.296,0,0,0,0,138934,139508,0,0,2332,8309,1,0,7,4980649984,21114904576,2300297216,35528941568,0,0,0,0,2333,8326,3.035,1.663,95.301,0,0
3.500,0.625,95.875,0,0,0,0,130242,131166,0,0,1981,8908,2,0,7,5003227136,21092319232,2300297216,35528941568,0,0,0,0,1980,8892,3.504,0.626,95.870,0,0
3.173,1.461,95.365,0,0,0,0,132487,133691,0,0,2254,8413,1,0,2,5022420992,21073121280,2300297216,35528945664,0,0,0,0,2254,8414,3.168,1.459,95.373,0,0
3.988,2.327,93.394,0.291,0,0,1261568,282585,283727,0,0,7000,16272,1,0,127,4605112320,21482065920,2300317696,35537272832,0,0,0,1261568,7000,16294,3.988,2.327,93.394,0.291,0
3.888,2.467,93.395,0.251,0,0,860160,0,377,0,0,5668,24614,1,0,58,4605169664,21414031360,2300325888,35605286912,0,0,0,860160,5668,24613,3.894,2.471,93.384,0.251,0
5.185,2.489,92.327,0,0,0,0,0,697,0,0,3833,31477,1,0,7,4606713856,21293514752,2300325888,35724259328,0,0,0,0,3836,31487,5.178,2.486,92.336,0,0
4.756,1.794,93.450,0,0,0,0,0,252,0,0,4032,27181,2,0,16,4603744256,21137260544,2300325888,35883986944,0,0,0,0,4033,27170,4.758,1.836,93.406,0,0
4.589,2.712,92.699,0,0,0,0,0,377,0,0,3501,30109,2,0,2,4600066048,20941881344,2300325888,36083159040,0,0,0,0,3499,30121,4.583,2.708,92.708,0,0
4.566,2.615,92.653,0.166,0,0,876544,0,252,0,0,5306,22346,3,0,61,4601876480,20868390912,2300325888,36154830848,0,0,0,876544,5304,22336,4.570,2.576,92.688,0.166,0
3.296,2.253,94.076,0.375,0,0,1503232,0,504,0,0,5903,11102,2,0,92,4563034112,20873146368,2300342272,36188934144,0,0,0,1503232,5903,11078,3.339,2.254,94.032,0.376,0
0.500,0.959,98.541,0,0,0,0,0,504,0,0,1275,2389,1,0,15,4565467136,20870762496,2300342272,36188934144,0,0,0,0,1275,2389,0.500,1.000,98.499,0,0
0.208,0.584,99.208,0,0,0,0,0,504,0,0,681,1224,0,0,2,4564824064,20871356416,2300342272,36188934144,0,0,0,0,681,1224,0.167,0.541,99.292,0,0
0.208,1.084,98.708,0,0,0,0,0,252,0,0,808,1254,0,0,7,4565716992,20870471680,2300342272,36188934144,0,0,0,0,808,1254,0.209,1.084,98.707,0,0
0.209,1.168,98.623,0,0,0,0,0,252,0,0,942,1373,0,0,7,4565405696,20870815744,2300342272,36188934144,0,0,0,0,942,1373,0.209,1.168,98.623,0,0
0.167,1.127,98.706,0,0,0,299008,0,252,0,0,809,1098,0,0,7,4566192128,20870029312,2300342272,36188934144,0,0,0,299008,810,1169,0.167,1.127,98.706,0,0
0.292,0.709,98.332,0.667,0,0,76701696,0,70,0,0,1780,1354,1,0,7,4566896640,20869300224,2300342272,36188934144,0,0,0,77389824,1779,1283,0.292,0.751,98.290,0.668,0
0.250,0.667,99.083,0,0,0,38424576,0,0,0,0,924,1304,0,0,2,4565626880,20870594560,2300342272,36188934144,0,0,0,37736448,924,1304,0.250,0.624,99.126,0,0
0.292,1.251,98.457,0,0,0,0,0,0,0,0,977,1420,0,0,8,4563451904,20872663040,2300342272,36188934144,0,0,0,0,977,1420,0.292,1.252,98.456,0,0
0.292,1.293,98.415,0,0,0,0,0,1050,0,0,1051,1563,0,0,9,4561637376,20874452992,2300342272,36188934144,0,0,0,0,1051,1563,0.292,1.293,98.415,0,0
0.458,1.165,98.335,0.042,0,0,217088,0,750,0,0,1023,1409,0,0,7,4561862656,20874252288,2300342272,36188934144,0,0,0,217088,1023,1409,0.458,1.165,98.336,0.042,0
1.628,1.461,95.242,1.669,0,0,116846592,18446744073708607488,18446744073709006848,0,0,4770,7728,1,1,52,4554608640,20887334912,2300342272,36188876800,0,0,0,116846592,4770,7728,1.630,1.463,95.236,1.672,0
1.836,1.252,93.450,3.463,0,0,223547392,80,455,0,0,3959,7657,5,1,46,4555411456,20886622208,2300346368,36189061120,0,0,0,223547392,3986,7710,1.916,1.291,93.336,3.457,0
3.744,3.037,92.512,0.707,0,16384,4820992,18446744073709527040,18446744073709289472,0,0,9880,16855,3,0,102,3952836608,21492342784,2300354560,36188762112,0,0,16384,4820992,9859,16844,3.668,3.001,92.622,0.709,0
1.043,1.836,96.995,0.125,0,0,1327104,18446744073709039616,18446744073708843008,0,0,3851,6529,0,0,34,3939246080,21507919872,2300358656,36188712960,0,0,0,1327104,3845,6487,1.042,1.834,96.999,0.125,0
0.623,1.246,98.130,0,0,0,0,80,164,0,0,916,1309,0,0,5,3939708928,21507457024,2300358656,36188712960,0,0,0,0,916,1309,0.623,1.287,98.090,0,0
0.667,0.334,98.957,0.042,0,0,20480,64,232,0,0,1664,3185,7,0,23,3852500992,21594857472,2300358656,36188487680,0,0,0,20480,1678,3248,0.709,0.334,98.915,0.042,0
4,3.711,91.959,0.330,0,0,2613248,18446744073709549568,18446744073709535232,0,0,9294,15916,1,0,243,3832217600,22068273152,2300358656,35738193920,0,0,0,2613248,9280,15859,3.959,3.670,92.041,0.330,0
3.899,2.820,93.281,0,0,0,0,0,0,0,0,7885,11072,1,0,228,3855859712,22017273856,2300358656,35765567488,0,0,0,0,7886,11068,3.899,2.820,93.281,0,0
6.828,4.330,86.595,2.248,0,0,35815424,240,755,0,0,11452,27938,3,0,290,3970756608,21901635584,2300370944,35765878784,0,0,0,35815424,11461,28118,6.872,4.373,86.506,2.249,0
8.718,4.443,84.577,2.263,0,0,72577024,0,1320,0,0,15083,46515,5,0,438,4053917696,21742723072,2300375040,35837431808,0,0,0,72577024,15073,46333,8.710,4.439,84.590,2.261,0
18.174,3.251,74.990,3.585,0,0,109596672,240,11568,0,0,8818,29154,9,0,96,4185690112,21399199744,2300375040,36047777792,0,0,0,109596672,8818,29169,18.224,3.253,74.937,3.586,0
19.934,4.136,70.844,5.087,0,7716864,34721792,160,8245,0,0,11631,36994,4,0,203,4359241728,21296594944,2300387328,35974864896,0,0,7716864,34721792,11631,36997,19.934,4.136,70.844,5.087,0
27.863,2.852,68.623,0.661,0,0,6725632,0,5406,0,0,7506,31337,5,0,85,4500250624,21175414784,2300391424,35952947200,0,0,0,6725632,7506,31337,27.904,2.811,68.623,0.661,0
36.515,3.029,60.456,0,0,0,0,160,2937,0,0,6391,22418,12,0,37,4657176576,21016199168,2300391424,35952963584,0,0,0,0,6393,22458,36.593,3.067,60.340,0,0
30.520,2.079,67.360,0.042,0,0,241664,30262,34748,0,0,5477,15581,3,0,62,4708130816,20963393536,2300391424,35953070080,0,0,0,241664,5475,15523,30.346,2.043,67.570,0.042,0
5.108,0.831,94.061,0,0,0,4096,6683,9052,0,0,1453,2704,1,0,2,4730245120,20939739136,2300391424,35953078272,0,0,0,4096,1456,2715,5.147,0.830,94.022,0,0
4.795,2.563,92.352,0.289,0,0,1241088,19190,19819,0,0,7621,23406,2,0,130,4588793856,21039616000,2300518400,35994570752,0,0,0,1241088,7622,23426,4.752,2.562,92.397,0.289,0
3.950,2.744,93.015,0.291,0,0,851968,0,1402,0,0,5370,23080,2,0,61,4590047232,20978290688,2300547072,36054573056,0,0,0,851968,5366,23059,3.952,2.745,93.012,0.291,0
4.637,2.256,93.108,0,0,0,0,0,948,0,0,3328,26574,3,0,7,4588011520,20890251264,2300547072,36144648192,0,0,0,0,3330,26598,4.633,2.254,93.114,0,0
4.437,2.093,93.470,0,0,0,0,207,698,0,0,3182,25840,5,0,7,4587614208,20734849024,2300547072,36300447744,0,0,0,0,3182,25833,4.481,2.136,93.384,0,0
4.515,2.090,93.395,0,0,0,0,0,629,0,0,3271,25976,3,0,2,4586160128,20584222720,2300547072,36452528128,0,0,0,0,3273,25994,4.471,2.048,93.481,0,0
3.708,2.833,93.208,0.250,0,8192,856064,0,504,0,0,5102,23147,2,0,49,4586938368,20477665280,2300583936,36558311424,0,0,8192,856064,5099,23142,3.708,2.833,93.208,0.250,0
3.464,2.421,93.614,0.501,0,0,1576960,0,1064,0,0,5800,16784,1,0,88,4544323584,20468465664,2300600320,36610109440,0,0,0,1576960,5799,16744,3.468,2.424,93.606,0.501,0
1.960,1.293,96.747,0,0,0,0,0,1204,0,0,2149,2963,1,0,26,4560207872,20449681408,2300600320,36613496832,0,0,0,0,2149,2963,1.957,1.291,96.753,0,0
0.250,0.209,99.541,0,0,0,0,0,322,0,0,800,1341,2,0,7,4559532032,20450521088,2300600320,36613496832,0,0,0,0,800,1341,0.251,0.209,99.541,0,0
0.125,1.209,98.666,0,0,0,0,0,1197,0,0,917,1435,0,0,2,4558979072,20451074048,2300600320,36613496832,0,0,0,0,917,1435,0.125,1.208,98.667,0,0
0.167,1.126,98.707,0,0,0,0,0,627,0,0,823,1174,0,0,7,4559183872,20450865152,2300600320,36613500928,0,0,0,0,823,1174,0.167,1.125,98.708,0,0
