"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_12_thread.csv",,,,"Date:","13 May 2019 18:07:15 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
1.288,1.745,96.967,0,0,0,557056,60343,107388,0,0,3182,5402,0,0,34,9015001088,23026622464,2169118720,30064128000,0,0,0,303104,3178,5392,1.246,1.745,97.009,0,0
0.500,0.750,98.749,0,0,0,12288,66288,113034,0,0,2208,3485,1,0,15,9016561664,23025000448,2169118720,30064189440,0,0,0,12288,2208,3485,0.500,0.751,98.749,0,0
0.459,0.710,98.831,0,0,0,0,69812,122684,0,0,2165,3181,0,0,10,8980930560,23060549632,2169118720,30064238592,0,0,0,0,2165,3181,0.459,0.710,98.831,0,0
1.620,1.786,96.593,0,0,0,12288,65814,112769,0,0,3321,4405,0,0,25,8973283328,23068426240,2169118720,30064291840,0,0,0,12288,3323,4407,1.621,1.787,96.592,0,0
1.000,1.333,97.668,0,0,0,0,52523,88495,0,0,2684,3741,1,0,15,8943476736,23098277888,2169118720,30064336896,0,0,0,0,2682,3739,0.999,1.332,97.669,0,0
1.039,1.413,97.507,0.042,0,0,167936,120747,218185,0,0,2580,3403,0,0,15,8944676864,23096840192,2169118720,30064541696,0,0,0,167936,2580,3403,1.039,1.413,97.507,0.042,0
0.709,0.667,98.624,0,0,0,0,111241,203301,0,0,2366,3758,1,0,15,8944381952,23097008128,2169118720,30064668672,0,0,0,0,2367,3760,0.709,0.668,98.623,0,0
0.626,1.085,98.248,0.042,0,0,1249280,66477,116781,0,0,2821,6493,1,0,12,8953942016,23087390720,2169122816,30064721920,0,0,0,1249280,2821,6496,0.667,1.084,98.207,0.042,0
4.527,1.993,93.397,0.083,0,0,1531904,3306,3767,0,0,3540,4843,1,0,33,8882819072,23159119872,2169122816,30064099328,0,0,0,1531904,3541,4841,4.485,1.993,93.439,0.083,0
4.538,1.582,93.880,0,0,0,20480,1872,2249,0,0,2584,3214,2,0,19,8938676224,23103246336,2169122816,30064115712,0,0,0,20480,2582,3211,4.540,1.583,93.878,0,0
1.334,1.376,97.249,0.042,0,0,1269760,1322,1574,0,0,2467,3500,0,0,33,8944103424,23097810944,2169126912,30064119808,0,0,0,1269760,2468,3502,1.336,1.377,97.245,0.042,0
1.669,0.459,97.872,0,0,0,24576,624,1128,0,0,2122,3591,2,0,22,8945004544,23096750080,2169126912,30064279552,0,0,0,24576,2123,3599,1.669,0.459,97.872,0,0
0.835,1.127,98.038,0,0,0,0,1248,1752,0,0,2039,2839,0,0,15,8945160192,23096430592,2169126912,30064427008,0,0,0,0,2037,2829,0.833,1.125,98.042,0,0
0.665,1.414,97.921,0,0,0,12288,1872,2376,0,0,2061,2736,0,0,17,8946479104,23095111680,2169126912,30064427008,0,0,0,12288,2061,2736,0.665,1.414,97.921,0,0
0.417,1.376,98.208,0,0,0,0,1872,2124,0,0,2286,2995,0,0,17,8945205248,23096385536,2169126912,30064427008,0,0,0,0,2288,2998,0.417,1.376,98.207,0,0
0.458,1.125,98.333,0.083,0,0,1069056,1248,1500,0,0,2082,2947,1,0,17,8946495488,23095324672,2169135104,30064156672,0,0,0,1069056,2080,2944,0.459,1.127,98.331,0.083,0
0.209,0.459,99.332,0,0,0,0,624,876,0,0,1799,2645,1,0,12,8945836032,23095984128,2169135104,30064156672,0,0,0,0,1803,2653,0.209,0.459,99.333,0,0
0.500,1.583,97.918,0,0,0,0,1248,1248,0,0,2077,2766,0,0,17,8945770496,23096049664,2169135104,30064156672,0,0,0,0,2077,2768,0.500,1.582,97.918,0,0
0.458,1.125,98.417,0,0,0,0,2141,2211,0,0,2008,2724,0,0,17,8945020928,23096803328,2169135104,30064152576,0,0,0,0,2006,2717,0.459,1.125,98.416,0,0
0.417,1.294,98.289,0,0,0,0,1872,1872,0,0,2185,2903,0,0,17,8944959488,23096864768,2169135104,30064152576,0,0,0,0,2184,2902,0.417,1.293,98.290,0,0
0.541,0.958,98.501,0,0,0,12288,1248,1948,0,0,1963,3006,1,0,21,8942907392,23098916864,2169135104,30064152576,0,0,0,12288,1962,3004,0.542,0.959,98.499,0,0
0.250,0.542,99.207,0,0,0,155648,624,624,0,0,1634,2253,0,0,12,8942481408,23099338752,2169139200,30064152576,0,0,0,155648,1634,2253,0.250,0.541,99.209,0,0
0.541,1.373,98.086,0,0,0,0,1248,2068,0,0,2051,2867,0,0,17,8941015040,23100805120,2169139200,30064152576,0,0,0,0,2051,2867,0.541,1.374,98.085,0,0
0.458,1.333,98.208,0,0,0,2883584,1872,2737,0,0,2422,2788,1,0,17,8941977600,23099777024,2169139200,30064218112,0,0,0,2883584,2422,2788,0.458,1.333,98.208,0,0
0.500,1.374,98.127,0,0,0,0,1872,2249,0,0,2033,2773,0,0,17,8941735936,23100018688,2169139200,30064218112,0,0,0,0,2033,2773,0.500,1.374,98.127,0,0
0.541,0.708,98.751,0,0,0,12288,1248,1695,0,0,1895,2850,1,0,17,8942370816,23099383808,2169139200,30064218112,0,0,0,12288,1897,2853,0.541,0.708,98.751,0,0
0.250,1.042,98.708,0,0,0,217088,624,876,0,0,1736,2571,0,0,12,8942141440,23099613184,2169139200,30064218112,0,0,0,217088,1734,2569,0.250,1.042,98.708,0,0
4.649,1.785,93.317,0.249,0,0,659456,14512,15016,0,0,3549,6797,1,0,58,8999239680,23041523712,2169180160,30064283648,0,0,0,659456,3549,6796,4.657,1.788,93.306,0.249,0
4.540,1.624,93.628,0.208,0,36864,6918144,19003,19507,0,0,3318,4653,1,0,22,9041014784,22997463040,2169188352,30064914432,0,0,36864,6918144,3319,4654,4.530,1.621,93.641,0.208,0
1.911,1.496,95.305,1.288,0,32768,14692352,76800,77304,0,0,3639,5579,1,0,18,9049010176,22989352960,2169262080,30064799744,0,0,32768,14692352,3640,5581,1.912,1.496,95.303,1.288,0
6.457,0.745,92.798,0,0,0,24576,179608,179860,0,0,3980,11499,2,0,20,9088131072,22950531072,2169262080,30064451584,0,0,0,24576,3978,11496,6.460,0.745,92.795,0,0
5.433,1.742,92.825,0,0,0,28672,202998,203250,0,0,3553,9609,0,0,12,9153130496,22885523456,2169262080,30064459776,0,0,0,28672,3554,9620,5.431,1.741,92.828,0,0
3.317,1.658,95.025,0,0,0,0,156028,156280,0,0,3337,10716,0,0,17,9190391808,22848241664,2169262080,30064480256,0,0,0,0,3337,10717,3.315,1.658,95.027,0,0
3.285,2.037,94.678,0,0,0,12288,154322,154322,0,0,3653,11047,1,0,17,9227214848,22811410432,2169262080,30064488448,0,0,0,12288,3652,11040,3.285,2.037,94.678,0,0
3.087,1.585,95.327,0,0,0,0,137219,137219,0,0,3409,10001,2,0,17,9259343872,22779281408,2169262080,30064488448,0,0,0,0,3409,10000,3.092,1.588,95.320,0,0
3.202,0.832,95.967,0,0,0,155648,139942,139942,0,0,3090,9383,0,0,12,9289531392,22749093888,2169262080,30064488448,0,0,0,155648,3092,9383,3.198,0.831,95.972,0,0
3.948,1.787,94.264,0,0,0,0,140348,140348,0,0,3671,11011,0,0,17,9317789696,22720831488,2169262080,30064492544,0,0,0,0,3671,11012,3.950,1.788,94.262,0,0
3.774,1.659,94.525,0.041,0,0,98304,129451,129451,0,0,3611,9486,1,1,17,9337827328,22700793856,2169266176,30064488448,0,0,0,98304,3609,9481,3.779,1.661,94.518,0.042,0
4.252,2.876,92.080,0.792,0,0,6082560,262542,262542,0,0,9309,24129,3,1,140,8917909504,23108325376,2169286656,30076702720,0,0,0,6082560,9317,24197,4.243,2.870,92.055,0.832,0
4.494,2.497,92.260,0.749,0,0,2252800,1872,1872,0,0,6956,30412,2,0,67,8922345472,23018426368,2169298944,30162104320,0,0,0,2252800,6950,30365,4.502,2.501,92.288,0.709,0
5.029,1.704,93.267,0,0,0,16384,624,624,0,0,4345,33804,1,0,12,8922206208,22871183360,2169298944,30309486592,0,0,0,16384,4356,33833,5.060,1.701,93.239,0,0
4.883,2.922,92.195,0,0,0,32768,624,624,0,0,4735,28136,1,0,17,8920891392,22706765824,2169298944,30475218944,0,0,0,32768,4724,28116,4.845,2.924,92.231,0,0
5.239,3.119,91.601,0.042,0,0,774144,1248,1248,0,0,5782,32390,1,0,17,8922148864,22521266176,2169298944,30659461120,0,0,0,774144,5789,32394,5.274,3.115,91.570,0.042,0
3.886,2.522,91.360,2.232,0,19922944,68702208,1872,1872,0,0,7585,22674,0,2,70,8897560576,22485086208,2169315328,30720212992,0,0,19922944,68702208,7576,22640,3.856,2.529,91.376,2.239,0
3.567,1.576,93.820,1.037,0,0,49324032,1872,1872,0,0,6424,12491,2,0,98,8896892928,22458101760,2169344000,30747832320,0,0,0,49324032,6424,12491,3.566,1.575,93.823,1.036,0
1.085,0.918,97.997,0,0,0,0,624,624,0,0,2335,3604,0,0,20,8902926336,22452068352,2169344000,30747832320,0,0,0,0,2335,3604,1.083,0.917,98,0,0
0.458,1.248,98.294,0,0,0,0,624,624,0,0,1987,2488,0,0,17,8902332416,22452662272,2169344000,30747832320,0,0,0,0,1987,2488,0.458,1.249,98.293,0,0
0.333,1.459,98.208,0,0,0,12288,1248,1248,0,0,2047,2742,0,0,17,8902676480,22452318208,2169344000,30747832320,0,0,0,12288,2047,2742,0.333,1.458,98.208,0,0
0.541,1.374,98.084,0,0,0,0,1872,1942,0,0,2055,3040,0,0,17,8903245824,22451744768,2169344000,30747836416,0,0,0,0,2055,3040,0.541,1.374,98.084,0,0
0.376,0.835,94.825,3.965,0,12288,243826688,1966,1966,0,0,2898,3278,1,2,17,8904216576,22450728960,2169364480,30747860992,0,0,12288,244514816,2899,3280,0.376,0.836,94.814,3.973,0
0.542,1.125,96.458,1.875,0,0,68542464,624,624,0,0,2081,4035,0,0,12,8902148096,22452789248,2169368576,30747860992,0,0,0,67854336,2080,4033,0.541,1.123,96.466,1.871,0
0.626,1.460,97.872,0.042,0,0,573440,624,624,0,0,2227,2948,4,0,17,8902242304,22452695040,2169368576,30747860992,0,0,0,573440,2231,3040,0.626,1.461,97.871,0.042,0
0.417,1.208,98.375,0,0,0,0,1248,1878,0,0,2166,2898,0,0,17,8900640768,22454292480,2169368576,30747865088,0,0,0,0,2162,2806,0.416,1.208,98.376,0,0
0.624,1.498,97.878,0,0,0,12288,1872,1872,0,0,2059,2800,0,0,18,8900751360,22454181888,2169368576,30747865088,0,0,0,12288,2059,2800,0.624,1.498,97.878,0,0
2.168,0.250,97.207,0.375,0,0,757760,1936,2756,0,0,2243,4242,2,0,24,8925368320,22429265920,2169393152,30748065792,0,0,0,757760,2243,4242,2.168,0.250,97.207,0.375,0
4.645,2.572,91.539,1.244,0,0,31027200,18446744073708525568,18446744073708955648,0,0,8822,16263,0,0,107,8881348608,22479753216,2169393152,30747987968,0,0,0,31027200,8822,16263,4.685,2.570,91.501,1.244,0
4.689,3.610,91.162,0.539,0,16384,5832704,18446744073709516800,18446744073709281280,0,0,11433,19127,10,0,123,8267587584,23097143296,2169401344,30747869184,0,0,16384,5832704,11433,19174,4.657,3.617,91.185,0.541,0
2.421,2.421,95.033,0.125,0,0,1531904,18446744073708953600,18446744073708244992,0,0,6145,10300,1,1,66,8166174720,23202340864,2169401344,30747541504,0,0,0,1556480,6166,10301,2.418,2.418,95.040,0.125,0
3.628,4.045,91.993,0.334,0,0,3158016,18446744073709514752,18446744073709033472,0,0,11181,18498,2,0,317,8167485440,23660982272,2169409536,30293823488,0,0,0,3133440,11169,18468,3.634,4.052,91.980,0.334,0
4.736,1.870,93.353,0.042,0,0,487424,2032,2032,0,0,7067,13808,2,0,184,8170426368,23630622720,2169409536,30321197056,0,0,0,487424,7062,13800,4.728,1.866,93.364,0.041,0
9.679,6.508,81.435,2.378,0,0,36966400,704,1668,0,0,17324,35992,1,0,416,8330944512,23468879872,2169430016,30321696768,0,0,0,36966400,17321,35984,9.679,6.508,81.435,2.378,0
16.364,4.174,78.512,0.950,0,7716864,32006144,624,2564,0,0,11790,33406,2,1,301,8431091712,23334199296,2169442304,30352416768,0,0,7716864,32006144,11789,33422,16.391,4.180,78.477,0.952,0
13.583,4.667,77.208,4.542,0,8192,121749504,1648,12795,0,0,10088,28370,7,3,92,8468705280,23121973248,2169491456,30525038592,0,0,8192,121851904,10124,28373,13.566,4.661,77.195,4.578,0
23.285,3.659,69.647,3.410,0,8192,68001792,1952,10987,0,0,10991,66542,10,0,222,8675909632,22902697984,2169524224,30534860800,0,0,8192,67899392,10957,66521,23.314,3.664,69.650,3.372,0
34.826,2.156,62.977,0.041,0,0,192512,1872,7528,0,0,8908,26301,13,0,83,8817606656,22786924544,2169524224,30507540480,0,0,0,192512,8907,26323,34.840,2.157,62.961,0.041,0
41.632,2.858,55.468,0.041,0,0,2109440,862,3293,0,0,7216,19994,15,0,57,8973742080,22628925440,2169524224,30507585536,0,0,0,2109440,7219,20030,41.615,2.857,55.487,0.041,0
8.344,1.494,90.162,0,0,0,249856,19374,24881,0,0,3837,6733,0,0,23,8965763072,22635560960,2169524224,30507626496,0,0,0,249856,3833,6675,8.326,1.491,90.182,0,0
0.792,1.583,97.583,0.042,0,0,536576,1456,2495,0,0,2545,3850,0,0,31,8965992448,22635266048,2169528320,30507630592,0,0,0,536576,2545,3850,0.792,1.584,97.582,0.042,0
3.992,1.081,94.927,0,0,0,0,14502,15475,0,0,3274,6478,2,0,67,9006440448,22593748992,2169528320,30507679744,0,0,0,0,3274,6478,3.997,1.082,94.921,0,0
5.599,1.078,93.322,0,0,0,16384,21020,22911,0,0,2856,5896,2,0,12,9041141760,22557540352,2169528320,30507687936,0,0,0,16384,2867,5906,5.590,1.077,93.333,0,0
5.877,1.792,92.330,0,0,0,16384,243415,243919,0,0,3726,9887,2,0,17,9121886208,22476795904,2169528320,30507687936,0,0,0,16384,3715,9877,5.887,1.795,92.317,0,0
4.525,1.660,93.815,0,0,0,32768,137729,138358,0,0,3671,10351,1,0,17,9149661184,22449016832,2169528320,30507692032,0,0,0,32768,3673,10360,4.517,1.658,93.825,0,0
3.246,1.914,94.840,0,0,0,212992,129787,129912,0,0,3591,9839,1,0,17,9181069312,22417604608,2169532416,30507692032,0,0,0,212992,3589,9841,3.247,1.915,94.838,0,0
3.653,1.287,95.060,0,0,0,16384,130372,130876,0,0,3322,9635,1,0,18,9212461056,22386212864,2169532416,30507692032,0,0,0,16384,3323,9635,3.653,1.287,95.060,0,0
3.365,1.039,95.596,0,0,0,0,146985,148749,0,0,3520,10406,1,0,12,9246330880,22352343040,2169532416,30507692032,0,0,0,0,3519,10403,3.369,1.040,95.591,0,0
3.378,1.835,94.746,0.042,0,0,524288,137393,137897,0,0,3597,10323,1,0,17,9277386752,22321287168,2169532416,30507692032,0,0,0,524288,3599,10324,3.372,1.832,94.754,0.042,0
3.983,2.033,93.983,0,0,0,0,135543,135865,0,0,3827,10696,2,0,17,9304457216,22294216704,2169532416,30507692032,0,0,0,0,3827,10700,3.987,2.035,93.978,0,0
3.698,1.537,94.765,0,0,0,0,138534,139911,0,0,3376,9803,1,0,18,9316720640,22281949184,2169532416,30507696128,0,0,0,0,3377,9797,3.696,1.537,94.767,0,0
4.377,1.959,93.247,0.417,0,0,1294336,246705,247279,0,0,8218,24316,2,0,134,8889999360,22668009472,2169548800,30548262912,0,0,0,1294336,8216,24330,4.382,1.962,93.239,0.417,0
4.221,2.466,93.021,0.293,0,0,856064,1872,2249,0,0,7147,29639,2,0,77,8887574528,22589689856,2169565184,30629658624,0,0,0,856064,7146,29676,4.215,2.462,93.030,0.292,0
5.081,2.541,92.378,0,0,0,16384,624,1001,0,0,4729,32904,1,0,17,8885551104,22435565568,2169565184,30785806336,0,0,0,16384,4730,32898,5.081,2.541,92.378,0,0
5.112,2.909,91.978,0,0,0,32768,624,1128,0,0,4753,29955,1,0,17,8888184832,22252736512,2169565184,30966001664,0,0,0,32768,4753,29954,5.152,2.908,91.940,0,0
4.182,2.300,93.225,0.293,0,0,831488,1248,1752,0,0,4845,25087,1,0,24,8854437888,22148190208,2169573376,31104286720,0,0,0,831488,4844,25036,4.142,2.301,93.264,0.293,0
3.467,1.754,94.319,0.459,0,0,1748992,1872,2376,0,0,9107,22284,2,0,136,8837025792,22119673856,2169606144,31150182400,0,0,0,1748992,9107,22284,3.467,1.754,94.319,0.459,0
2.042,1.708,96.250,0,0,0,0,1872,1872,0,0,2601,3653,0,0,22,8850493440,22088732672,2169606144,31167655936,0,0,0,0,2601,3653,2.042,1.708,96.250,0,0
0.375,1.209,98.415,0,0,0,0,624,876,0,0,2014,2630,0,0,17,8851021824,22088204288,2169606144,31167655936,0,0,0,0,2020,2642,0.375,1.209,98.415,0,0
0.334,1.418,98.248,0,0,0,0,624,876,0,0,2061,2915,0,0,17,8851931136,22087294976,2169606144,31167655936,0,0,0,0,2055,2905,0.334,1.418,98.249,0,0
0.375,1.126,98.498,0,0,0,0,1248,1500,0,0,1861,2536,1,0,17,8852541440,22086684672,2169606144,31167655936,0,0,0,0,1862,2536,0.376,1.128,98.496,0,0
0.251,0.459,98.455,0.835,0,4096,112132096,1872,1872,0,0,3124,2661,0,0,12,8851533824,22087692288,2169614336,31167647744,0,0,4096,112132096,3128,2660,0.250,0.459,98.457,0.834,0
0.375,1.377,98.206,0.042,0,0,3313664,1872,2292,0,0,2046,3060,0,0,17,8851255296,22087946240,2169618432,31167668224,0,0,0,3313664,2041,3059,0.375,1.377,98.206,0.042,0
0.542,1.417,98.041,0,0,0,16384,624,1394,0,0,2132,3123,0,0,23,8848465920,22090735616,2169618432,31167668224,0,0,0,16384,2132,3123,0.542,1.417,98.042,0,0
0.459,1.336,98.205,0,0,0,32768,624,694,0,0,2110,2747,0,0,17,8846684160,22092517376,2169618432,31167668224,0,0,0,32768,2110,2747,0.459,1.336,98.205,0,0
0.625,0.750,98.624,0,0,0,12288,1248,1248,0,0,1913,2794,1,0,17,8847179776,22092021760,2169618432,31167668224,0,0,0,12288,1913,2794,0.625,0.750,98.624,0,0
0.500,0.834,98.374,0.292,0,4096,21676032,1872,3067,0,0,2077,2436,0,1,12,8846987264,22092201984,2169622528,31167676416,0,0,4096,22364160,2078,2456,0.500,0.834,98.374,0.292,0
1.667,1.917,90.333,6.083,0,0,266166272,18446744073708609536,18446744073709006848,0,0,6264,11074,0,1,63,8838103040,22101901312,2169622528,31167635456,0,0,0,266166272,6268,11057,1.666,1.916,90.337,6.081,0
4.663,3.039,90.758,1.540,0,16384,55296000,18446744073709533184,18446744073709301760,0,0,9910,19186,1,0,122,8260775936,22685065216,2169647104,31167590400,0,0,16384,54611968,9912,19209,4.665,3.040,90.754,1.541,0
3.424,3.257,92.902,0.418,0,0,4632576,18446744073709031424,18446744073708830720,0,0,8139,13752,1,0,77,8161067008,22789472256,2169667584,31167574016,0,0,0,4628480,8146,13730,3.421,3.254,92.908,0.417,0
4.326,3.369,91.889,0.416,0,0,2867200,18446744073709551616,18446744073709535232,0,0,9814,17345,3,0,235,8155435008,23248437248,2169683968,30716932096,0,0,0,2867200,9889,17416,4.330,3.372,91.882,0.416,0
3.980,3.027,92.993,0,0,0,0,1872,2124,0,0,8912,13849,1,0,261,8154263552,23222231040,2169683968,30744305664,0,0,0,0,8827,13783,3.980,3.027,92.993,0,0
7.363,4.451,85.691,2.496,0,0,36392960,2112,2918,0,0,11110,22615,4,1,222,8227430400,23148253184,2169741312,30744559616,0,0,0,36392960,11165,22637,7.375,4.458,85.667,2.500,0
12.942,6.575,79.567,0.916,0,180224,31289344,768,3814,0,0,18758,46428,9,1,545,8391483392,22950617088,2169757696,30774620160,0,0,180224,31289344,18699,46407,12.948,6.578,79.559,0.916,0
15.021,3.112,79.046,2.822,0,7540736,60813312,864,13863,0,0,8499,24384,2,2,93,8443510784,22790225920,2169765888,30880595968,0,0,7540736,61501440,8499,24374,15.015,3.111,79.054,2.820,0
17.433,3.768,72.754,6.046,0,0,130228224,1248,7075,0,0,10296,35536,7,1,114,8664395776,22490767360,2169876480,30958026752,0,0,0,129556480,10299,35578,17.433,3.768,72.754,6.046,0
31.679,3.722,64.185,0.414,0,4096,1105920,2032,5024,0,0,10610,33494,8,0,162,8717455360,22463803392,2169901056,30930894848,0,0,4096,1089536,10607,33453,31.666,3.721,64.200,0.413,0
38.843,2.975,58.099,0.083,0,0,1634304,1952,8042,0,0,7426,24095,12,0,60,8939941888,22238650368,2169901056,30930935808,0,0,0,1634304,7426,24094,38.859,2.976,58.082,0.083,0
31.359,2.237,66.363,0.041,0,0,266240,24936,27716,0,0,6798,16750,7,0,75,9034211328,22142054400,2169901056,30931034112,0,0,0,266240,6798,16794,31.320,2.234,66.405,0.041,0
4.956,1.541,93.503,0,0,0,0,7414,8878,0,0,2645,3833,2,0,18,9079230464,22095593472,2169901056,30931050496,0,0,0,0,2646,3791,4.960,1.542,93.497,0,0
5.588,1.490,92.591,0.331,0,0,1183744,27121,28025,0,0,6796,13720,5,0,108,8923803648,22250188800,2169901056,30931271680,0,0,0,1183744,6797,13722,5.583,1.489,92.597,0.331,0
4.127,2.418,93.206,0.250,0,0,667648,1872,3524,0,0,5682,26329,3,0,33,8915759104,22186831872,2169905152,31002669056,0,0,0,667648,5702,26430,4.165,2.416,93.170,0.250,0
4.902,3.490,91.566,0.042,0,0,249856,1872,2376,0,0,6930,29637,1,0,71,8938819584,22091177984,2169913344,31076020224,0,0,0,249856,6910,29558,4.869,3.496,91.594,0.042,0
4.954,2.789,92.215,0.042,0,0,20480,624,1253,0,0,4856,30525,2,0,17,8905129984,21991505920,2169913344,31209381888,0,0,0,20480,4873,30548,4.948,2.786,92.225,0.042,0
4.960,2.835,92.205,0,0,0,753664,624,1253,0,0,4992,31194,3,0,17,8904880128,21813714944,2169917440,31387402240,0,0,0,753664,4974,31177,4.960,2.835,92.205,0,0
4.645,2.115,93.073,0.166,0,0,737280,1248,2242,0,0,5477,27011,0,1,40,8877326336,21700653056,2169942016,31527993344,0,0,0,737280,5479,26987,4.643,2.114,93.035,0.207,0
4.184,2.610,92.792,0.414,0,0,1646592,1872,2516,0,0,7777,22256,1,0,118,8862801920,21669318656,2169962496,31573839872,0,0,0,1646592,7774,22248,4.186,2.611,92.831,0.373,0
2.082,1.666,96.252,0,0,0,0,1872,3006,0,0,2933,3872,0,0,27,8879263744,21635383296,2169962496,31591313408,0,0,0,0,2935,3876,2.082,1.665,96.253,0,0
0.376,1.336,98.289,0,0,0,0,624,946,0,0,2029,2860,0,0,17,8877555712,21637091328,2169962496,31591313408,0,0,0,0,2029,2862,0.417,1.335,98.248,0,0
0.418,0.668,98.873,0.042,0,0,770048,624,2071,0,0,2026,3034,1,0,17,8878702592,21635936256,2169966592,31591317504,0,0,0,770048,2024,3028,0.377,0.669,98.912,0.042,0
0.623,0.998,98.379,0,0,0,0,1248,1500,0,0,1990,2590,0,0,12,8878297088,21636341760,2169966592,31591317504,0,0,0,0,1990,2590,0.622,0.996,98.382,0,0
